0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,score
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,17
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,16
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,12
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,20
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,15
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,16
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,26
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,18
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,24
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,9
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,15
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,31
0.9999999999999999,0.0,0.0,0.19277108433734935,0.375,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7
