MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0.7979695468315093,0.7843137254901962,0.7694284506034286,0.42657683395788526,0.09996846420687477,0.4111471612586826,0.5674814027630182,0.21676891615541827,4.526
0.7969762400033591,0.3921568627450981,0.6535042388363126,0.2837755008882219,0.7555976032797225,0.278950917510826,0.5653560042507968,0.21779141104294436,3.585
0.7503014211242676,1.0,0.972066810502763,0.5630746951352651,0.15484074424471775,0.4843183110366282,0.5642933049946866,0.21574642126789362,3.521
0.6629716714024405,1.0,0.5881156517984344,0.5620105621268656,0.17439293598233996,0.4088899732230773,0.5642933049946866,0.21472392638036752,3.413
0.5315101794172079,1.0,0.6602975827266288,0.5840697517874658,0.17660044150110374,0.30019460404285714,0.5642933049946866,0.21472392638036752,3.422
0.5479050579213932,1.0,0.42406457767308325,0.6460693506908607,0.12866603595080417,0.2878649305803247,0.5642933049946866,0.21472392638036752,2.697
0.5146846621115947,1.0,0.4505206098918546,0.22735066841418444,0.3434247871333964,0.28445655434817674,0.5632306057385762,0.21472392638036752,2.992
0.4615300868531615,1.0,0.4296384969631921,0.5311135342403366,0.3632923368022706,0.1835695790499709,0.5632306057385762,0.21472392638036752,2.414
0.33210764283725763,0.803921568627451,0.3514104433784749,0.6846237231181824,0.3787448754336171,0.2543480852915203,0.5632306057385762,0.2137014314928415,2.267
0.5176255552716779,1.0,0.4565315979201198,0.3341421273930031,0.48754336171554713,0.2974664465209218,0.5632306057385762,0.21472392638036752,2.611
0.4702246926180037,1.0,0.5353213016810541,0.5800023512599201,0.2853989277830337,0.3245789466871677,0.5642933049946866,0.2137014314928415,2.815
0.4771338209393924,1.0,0.42574620590176343,0.42853928742378394,0.4727215389467045,0.2609193042557151,0.5642933049946866,0.2137014314928415,2.418
0.45673789670302034,1.0,0.5112406937713178,0.39635779527321224,0.3446862188584043,0.3490397643097571,0.5642933049946866,0.2137014314928415,2.135
0.41112154251038435,1.0,0.3057055935777597,0.6297738182168942,0.1072216966256701,0.24125873624779332,0.5632306057385762,0.2137014314928415,1.913
0.30720732895299874,1.0,0.3465598318996248,0.3877145003375964,0.38063702302112895,0.2329778439811065,0.5642933049946866,0.2137014314928415,1.592
0.3386307011943194,0.9607843137254903,0.34337746977713707,0.559014060314578,0.21822768842636392,0.4362378582635594,0.5642933049946866,0.2137014314928415,1.4
0.42316366196221944,1.0,0.607109056251479,0.4940295018779037,0.24850204982655313,0.3637557595298521,0.5642933049946866,0.21267893660531684,1.525
0.33793378434996013,1.0,0.3139113487895053,0.27034540128613505,0.20277514979501732,0.28748454466245865,0.5642933049946866,0.21267893660531684,1.555
0.31871688503731677,0.9607843137254903,0.5145080362711463,0.5973733020050296,0.3106275622831914,0.3539675783290352,0.5632306057385762,0.2137014314928415,1.587
0.40254802858023225,1.0,0.5334320852029959,0.591096606384806,0.2160201829076001,0.39736600230675045,0.5632306057385762,0.21267893660531684,1.629
0.2083594528651594,0.7647058823529412,0.3871483319575884,0.6592877041500971,0.1274046042257963,0.3839494051814669,0.5642933049946866,0.21267893660531684,1.475
0.2739828834631367,0.803921568627451,0.38000719366362185,0.36861572697252853,0.2913907284768212,0.40601483370887176,0.5642933049946866,0.21267893660531684,1.598
0.27593797011943844,1.0,0.4760565567680404,0.7235410551185641,0.3185115105644907,0.28298138019261787,0.5632306057385762,0.21267893660531684,1.139
0.3466154144156801,1.0,0.49122509467653963,0.46263822012159517,0.2674235257016714,0.431629927272859,0.5632306057385762,0.21267893660531684,0.997
0.4021408942175578,1.0,0.5030812293048292,0.45884866673962194,0.31567328918322296,0.360230989816658,0.5632306057385762,0.21267893660531684,1.326
0.37713874149231635,0.7843137254901962,0.38275091181325105,0.4535369567059765,0.09839167455061493,0.44327130963768446,0.5642933049946866,0.21165644171779074,1.075
0.38442641766911745,0.9411764705882353,0.4188394393606179,0.4186322191851367,0.18984547461368653,0.4064590100416346,0.5642933049946866,0.21165644171779074,0.938
0.2897752249028276,1.0,0.4270479404038398,0.5273450221494714,0.34594765058341215,0.47647598233352534,0.5642933049946866,0.21165644171779074,1.055
0.2616815836338621,0.9607843137254903,0.3681270163499838,0.47156465581931745,0.3550930305897193,0.3623766290728758,0.5632306057385762,0.21165644171779074,1.089
0.26952762367543137,1.0,0.41498441510127615,0.4498097507961018,0.12298959318826869,0.409021035754177,0.5632306057385762,0.21165644171779074,1.32
0.3088830945206308,0.9411764705882353,0.47179073031390356,0.8630740594031638,0.2705771050141911,0.33032908106955605,0.5632306057385762,0.21165644171779074,1.223
0.31417735761280924,1.0,0.4427786873338275,0.6105292361098242,0.36676127404604225,0.43872170734262883,0.5632306057385762,0.21165644171779074,1.152
0.2879519222978135,0.9215686274509804,0.5756780018931483,0.9685500307458363,0.32198044780826235,0.5615594340766898,0.5632306057385762,0.21267893660531684,1.104
0.21178603434236415,0.9411764705882353,0.4658253804479856,0.670365177956578,0.23620309050772625,0.3329167287517114,0.5621679064824652,0.21267893660531684,1.049
